par_id	art_id	keyword	country	text	label	orig_label	probability	pos	neg	pos_neg
44	@@20860277	vulnerable	ng	comrade david kerigbo ugondo was born to the family of late pa akerigbo adikpo and wife , mrs. pam akerigbo adikpo on the 25th day of october 1950 in achagh mbaduku in vandeikya local government of benue state . his 67th birthday would be 25th of october . a well secured nigeria gave birth and nurtured comrade david into 27 years of meritorious service to industry and unionism . it is tragic that an unsecured nigeria in 2017 made him vulnerable to day-light gunshots on sunday september 10 , 2017 by criminal armed robbers who attacked around birnin gwari town of kaduna state . may god grant him and other victims which included an army captain and infant baby eternal rest in paradise .	0	1	0.5	0.05886276811361313	0.9411371946334839	0
45	@@4002879	refugee	us	currently , what 's left to the palestinian people is nothing more than the tiny territory of gaza strip , which is a de facto prison of palestinian refugees , as well as the scattered and isolated villages and cities of the west bank .	0	1	0.5	0.9982656836509705	0.0017343980725854635	1
46	@@8054332	in-need	us	orlando , fla. - are you missing something fuzzy and cute in your life ? many cats and dogs can fill that need and are in need of good homes .	0	0	1.0	0.1666753739118576	0.8333246111869812	0
47	@@7267604	in-need	nz	more than 750 trolleys of food donated to those in need	0	0	1.0	0.0371457077562809	0.962854266166687	0
48	@@21492418	vulnerable	nz	deans now lives in japan and previously coached the wallabies but remains a staunch kiwi . asked to assess whether the all blacks were vulnerable at present , he gave an empathic response .	0	0	1.0	0.00836461503058672	0.9916354417800903	0
49	@@23188586	immigrant	gh	the us senate 's much-touted freewheeling immigration debate failed to materialize tuesday , raising prospects of congress and president donald trump falling short in striking a deal on border security and the legalization of young immigrants .	0	0	1.0	0.999403715133667	0.0005962486611679196	1
50	@@22222249	disabled	ph	before april 2005 , the official definition of the unemployed was those who did not work during the reference week and are looking for work . however , from april 2005 onwards , the official definition was refined as follows : not working , looking for work , and available for work . it subtracts those who are looking but not available for work and adds those available but not looking for work for the following reasons : tired/believe no work is available , awaiting results of a job application , temporarily ill/disabled , bad weather , and waiting for rehire/job recall .	0	0	1.0	0.9957399368286133	0.004260117653757334	1
51	@@14015696	hopeless	nz	number 3 : we 're not all weird hippies living off the grid . in fact , i 'd wager that the most business-savvy , conventional people are filling up small town nz . after all , it 's the place to be if you are a young person looking to get into the housing market . and we are eternally grateful to the economists who constantly tell auckland 's young people that the case for home-ownership is hopeless , instead of encouraging them to look elsewhere . it means less competition for homes where we live . that means that when we do buy , the mortgages are manageable which means -- you guessed it -- yet another reason we 're all ageing well .	0	0	1.0	0.0010446605738252401	0.9989553689956665	0
52	@@9925501	disabled	ca	"""in line with the modi government 's mission """" accessible india , empowered india """" , together with the """" national policy for persons with disabilities """" and the """" un convention on rights of persons with disabilities """" , the code has for the first time made elaborate provisions for making buildings and public places accessible to millions of disabled and elderly persons . the code for barrier-free built environment will be applicable to all forms of public housing by government and private builders ."""	0	0	1.0	0.007476440165191889	0.9925236105918884	0
53	@@15319429	women	bd	the 2015 study states that 97% of women see sexual harassment as a form of violence . in addition , another 85% of women feel disparaging remarks are insulting and offensive .	0	0	1.0	0.990276575088501	0.009723423048853874	1
54	@@18760930	disabled	ke	a court ordered an oil company to pay a former employee sh5.7 million for sacking him because he was disabled .	0	0	1.0	0.9978249073028564	0.0021750954911112785	1
55	@@9305263	disabled	jm	over the past 15 years , the show has handed over more than $50 million to the mustard seed communities to assist with the care of more than 400 abandoned , disabled , hiv/aids-affected children , and pregnant teenagers being accommodated in its 12 homes across the island . <h> advertisement	0	1	0.5	0.8847614526748657	0.11523853987455368	1
56	@@9890957	homeless	nz	people who are homeless , those who were once homeless , those working with the homeless and concerned new zealanders are being asked to share their experiences and solutions to this growing issue with the cross-party homelessness inquiry . more&gt;&gt;	0	0	1.0	0.017608365043997765	0.9823916554450989	0
57	@@925986	migrant	gb	she said : ' it may be the fact that immigrants from east european countries are better educated and more attached to the labour market than the native population .	0	1	0.5	0.9820936322212219	0.01790628768503666	1
58	@@3224696	homeless	lk	he said that they have witnessed the tragedy the people of nepal are currently experiencing . he went on to state that it is an emotional time for all . he said that thousands have lost their lives owing to this earthquake while many have been rendered homeless and destitute .	0	0	1.0	0.009303826838731766	0.9906961917877197	0
59	@@15973393	in-need	ng	we have been a leader on so many fronts , not just on this continent but also in the world -- from our attainment of independence , to our development of a democracy that maintains at its core a pledge of stability and a respect for the rule of law , to our formation of much-needed peacekeeping and other humanitarian missions for other nations in need .	0	0	1.0	0.001311499159783125	0.9986885190010071	0
60	@@20227078	homeless	ke	life on the streets , she remarks , was really no different from home , where she often slept hungry or out in the cold when the landlord locked them out . awino will therefore always be grateful to that kind man who came to her rescue and took her to boma rescue center , a home that provides temporary shelter for homeless children .	0	1	0.5	0.001504035317339003	0.9984959363937378	0
61	@@16668574	poor-families	gh	mwesigwa said ' youth have to learn lessons from good example of heroes who contributed in the liberation struggle . ' the community service was conducted at cell level in all districts of rwanda last saturday morning with thousands of youth participants to clean schools and make renovation of houses for poor families .	0	1	0.5	0.0042055812664330006	0.995794415473938	0
62	@@50048209	vulnerable	gb	' i can say that at fifty-three , but when i was nineteen or twenty i was vulnerable . i didn ? ? ? t know better . ' ?	0	0	1.0	0.9901790618896484	0.00982094369828701	1
63	@@18615742	migrant	gh	they told all immigrants workers who desire to return to their countries or communities as a result of joblessness and has become stranded due to the government 's policy to depart peacefully and safely without fear of intimidation at the destination points of entry and arrival .	0	0	1.0	0.9776221513748169	0.022377852350473404	1
64	@@13699547	migrant	ke	by agence france presse , brussels , belgium , aug 5 -- fears are mounting in the european union that its months-old pact with turkey to curb migrant flows could collapse as a rift deepens over ankara 's crackdown following a failed coup .	0	0	1.0	0.9901718497276306	0.009828119538724422	1
65	@@15172256	homeless	ca	the homeless shelter provides a secure environment to sleep at night but nothing can be left there during the day , even if the individual is returning that night . the champion centre now offers a locked room with shelves where personal items can be stored , said schnee . lockers with a lock and key would be preferable .	0	0	1.0	0.9829232692718506	0.017076736316084862	1
66	@@9492573	migrant	pk	in january 2015 , fico had stated that slovakia will not be able to bear entry of hundreds of thousands of muslim migrants who would construct mosques across the state and would transform the values and traditions of the country .	0	0	1.0	0.9982244372367859	0.0017756130546331406	1
67	@@2055117	poor-families	za	masemola said the students were all from poor families and had lost a lot of money preparing for the trip .	0	0	1.0	0.9997367262840271	0.00026323404745198786	1
68	@@3295868	vulnerable	ph	""""""" data centers are especially vulnerable here in the philippines because of the increased possibility of fluctuations and outages , """" says santos ."""	0	0	1.0	0.9307515621185303	0.06924841552972794	1
69	@@3571432	refugee	au	developing countries shoulder the most significant burden , hosting around 86% of the world 's refugees , compared to 70% ten years ago . turkey , lebanon and pakistan each host more than 1 million refugees . <h> verdict	0	0	1.0	0.9471179842948914	0.05288204923272133	1
70	@@40022298	migrant	sg	italy sharply criticised new u.n . human rights chief michelle bachelet on tuesday after she announced she would send investigators to the country to check reports of racism and violence against migrants .	0	0	1.0	0.9932829141616821	0.006717036943882704	1
71	@@21860657	women	sg	but how often should we shave if we no longer have in-between days ? well , we are all born different and so is our hair . everyone 's hair grows differently so there is no right or wrong answer as to how often we should shave . some women do it every day , while others have the privilege of waiting longer in-between shaves . as time goes by , we will slowly no more about our body and eventually find the right schedule that works . <h> 4 ) ' i can shave without water when i 'm in a hurry '	0	0	1.0	0.9934142827987671	0.006585718132555485	1
72	@@19441106	migrant	my	he said the maximum punishment should be imposed to make them realise the department was serious about the employment of illegal immigrants following sufficient time having been given to them ( employers ) to register their workers under the e-card programme which expired on june 30 .	0	0	1.0	0.9970362186431885	0.0029637443367391825	1
73	@@25665376	refugee	hk	"""many suffered in appalling conditions in detention centres , set up to deal with the influx of migrants , as public opinion turned to """" refugee fatigue . """" the original camps were open and allowed inhabitants to work in hong kong and travel freely , but by 1982 , the opposite was in effect , and refugees languished in """" closed """" detention centres , sometimes for years ."""	0	0	1.0	0.9979198575019836	0.0020802151411771774	1
74	@@20827089	homeless	nz	in the past month , four major hurricanes -- category 3 or higher -- have churned through the caribbean and atlantic ocean . hurricanes irma , jose , katia and maria caused major damage to island nations in the caribbean , as well as continental north and central america , devastating the lives of millions of people and leaving hundreds of thousands homeless and displaced .	0	0	1.0	0.923895001411438	0.0761050134897232	1
75	@@10016647	vulnerable	gb	"""chief inspector nicola shepherd , who led the investigation , said : """" for a number of years these men , who were placed in a position of trust , carried out prolonged abuse on a significant number of vulnerable young people ."""	0	0	1.0	0.9487482309341431	0.051251817494630814	1
76	@@18327302	vulnerable	za	' ' no human being should go through this kind of ordeal . the security agencies and state governments should continue to provide special protection to educational institutions vulnerable to this kind of outrage especially in remote areas , ' ' he said .	0	0	1.0	0.9956666231155396	0.004333294928073883	1
77	@@22454828	homeless	nz	in september , major nottle set off on foot from melbourne to canberra to plead for a national solution to the homeless problem .	1	3	0.5	0.9564051032066345	0.043594952672719955	1
78	@@17256815	women	lk	"""but prabha was one of the few fortunate women to have a lot of family support . """" my husband , parents and siblings all stood by me throughout those difficult times . my husband was a great support . he would segregate my medicines and staple together the required dosage to be taken at a time , so that i did not over or under eat any medicine . family support is very crucial , because then you can damn the world . if the family 's psychological support is not there , no amount of outside support can help . adherence is the key word and it is the family who can take the patient to complete the treatment journey . i was a psychologist ; yet none of my coping mechanisms worked . just imagine the plight of those patients who have no treatment literacy and other support """" , she said ."""	0	1	0.5	0.31351861357688904	0.6864814162254333	0
79	@@15019103	vulnerable	ng	"""he said : """" to neutralise the attraction of terror ideology among our youth and other vulnerable persons , the international community led by united states of america must support nigeria to fight corruption , repatriate stolen funds and get out of economic recession as quickly as possible ."""	0	0	1.0	0.8438044190406799	0.15619558095932007	1
80	@@20105190	poor-families	my	for sjkc chung hua sibuti , the maybank volunteers helped repaint the building 's walls , repaired broken door frames at the school toilets , donated uniforms to 10 schoolchildren from poor families as well as four iron racks and 10 boxes of a4 papers to the school .	0	0	1.0	0.9702602028846741	0.02973976358771324	1
81	@@18579949	refugee	ie	yet the report said refugees and migrants get far more attention than the millions displaced inside their countries by conflict , violence and disasters .	0	0	1.0	0.07236886024475098	0.9276310801506042	0
82	@@16649916	vulnerable	pk	starbucks is vulnerable to international consumer protests against trump policies because it has a significant , very visible global footprint in 75 countries .	0	0	1.0	0.9232760071754456	0.07672398537397385	1
83	@@4672144	homeless	pk	the demographics of pakistan and india are very similar . poverty is a widespread issue . according to the fao , 40 percent of children in pakistan are malnourished and underweight due to lack of access to adequate food . and this is not because there is n't enough ; pakistan is the 8th largest food producing country , however , 50 percent of the population is food insecure . with the massive income inequality that persists , rha is a brilliant movement . we collect leftover or extra food from restaurants and distribute it to the homeless and hungry in the locality .	1	3	0.5	0.0012216897448524833	0.9987782835960388	0
84	@@4608429	vulnerable	pk	nevertheless , the schism within the ahmadiyya community and mirza muhammad ahmad 's unabashed claims left the movement vulnerable against accusations of being heretical .	0	0	1.0	0.9356478452682495	0.0643521249294281	1
85	@@25504610	women	ie	vaila barsley plays in sweden for eskilstuna united and represented england at youth level , although she has gone on to become an international with the scotland women 's team .	0	0	1.0	0.008623538538813591	0.9913764595985413	0
86	@@3876235	refugee	ca	the refugees are staying with a family in cowichan bay until moving into their own accommodation in duncan .	0	0	1.0	0.40206387639045715	0.5979361534118652	0
87	@@22011888	hopeless	my	""""""" ecological conversion """" calls for a change in our lifestyle . this means that true transformation of the world must come from within each one of us , not from without . we must choose sacrifice over want , sharing over greed , and serving the common good of all creation over convenience . only then can we truly be disciples of hope in a seemingly hopeless situation ."""	0	0	1.0	0.005882562603801489	0.9941173791885376	0
88	@@4789100	in-need	ie	freeman 's aim is to open a pieta house service in queens ' new york irish center within 6-8 months which will provide mental health counseling for the irish in need within the greater new york city area . they have also been in contact with irish centers in boston , chicago and d.c. about expansion .	0	0	1.0	0.017450576648116112	0.9825494289398193	0
89	@@3317664	poor-families	au	""""""" unbelievable . they 're pitting two poor families against each other and making them feel guilty about helping somebody for our entertainment ? """""""	0	0	1.0	0.9966503977775574	0.003349608276039362	1
90	@@3085929	in-need	za	skin needling is a safe and precise way to traumatise the skin to stimulate collagen , based on the above principal . it results in a smoother , firmer and younger looking skin .	0	0	1.0	0.0029003473464399576	0.9970996379852295	0
91	@@22447789	disabled	hk	however , this year he met a group of enthusiastic disabled runners as well paralympic games competitors at an event in hong kong .	0	0	1.0	0.01324665267020464	0.9867532849311829	0
92	@@16707961	refugee	au	during call with australian pm on refugees , trump pulled phone away from ear and says he wants off call , which ends abruptly per source .	0	0	1.0	0.9967309236526489	0.003269077278673649	1
93	@@1852200	in-need	tz	most african flag independent states are under economic oppression , a bondage which is not very different from the colonial rules of the 1900 -- 1970 world . this modern world is a world in the midst of economic dependence and a lot of people in need of help . in other words the political environment under neo-colonial rule of today is not different from the political environment during colonial times where the struggles for independence began .	0	0	1.0	0.9969301819801331	0.0030698443297296762	1
94	@@4654878	immigrant	jm	"""the section states : """" the following commonwealth citizens ( not being persons deemed to belong to the island as defined by sub section ( 2 ) of section 2 ) are prohibited immigrants . ( h ) any person who , from information or advice which in the opinion of the minister is reliable information or advice , is deemed by the minister to be an undesirable inhabitant of or visitor to the island . """""""	0	0	1.0	0.962867021560669	0.03713303804397583	1
95	@@9746788	immigrant	au	careful here . the way society has changed has upset many people and we unfairly mock these concerns . seemingly unrestricted immigration with no effort at community building is objectively a bad thing . the breakdown of community is validly distressing to some people . when you have an obsession with identity politics , everybody having multiple and conflicting loyalties , this troubles some people . a strong society is one where we are all committed to common values and goals . yes we live in a pluralistic society , but the desire for cultural connections runs just as strong in anglo-saxon australians as it does for fresh off the plane immigrants . <h> socrates :	0	0	1.0	0.5571406483650208	0.44285935163497925	1
96	@@70055048	women	us	"""in the wake of the sexual-assault allegations against supreme court nominee brett kavanaugh , reporters began to more closely examine his time at yale . as an undergraduate , he was a member of delta kappa epsilon , a well-known """" party frat """" that rose to national infamy in 2011 after videos circulated of recruits chanting , """" no means yes , yes means anal . """" after graduation , he went on to clerk for the now-disgraced judge alex kozinski , who retired last yearafter more than 15 women accused him of subjecting them to unwanted , inappropriate sexual behavior for years . ( kavanaugh claims he had no knowledge of kozinski 's alleged misconduct , but skeptics find that unlikely . )"""	0	0	1.0	0.9788244962692261	0.021175554022192955	1
97	@@4635069	poor-families	jm	""""""" the government , in its drive to ensure the inclusion of vulnerable groups in the productive workforce ( is ) making provision for the participation of working-aged adults in the labour market , who are from poor families in receipt of welfare assistance , """" he said ."""	0	0	1.0	0.08055347204208374	0.9194465279579163	0
98	@@15438640	immigrant	pk	the golden state is home to the country 's largest number of illegal immigrants -- an estimated 2.4 million -- and officials say members of the community are terrified since the mogul pulled off one of the most improbable presidential wins in modern history on november 8 .	0	0	1.0	0.9937307834625244	0.006269222591072321	1
99	@@25281193	in-need	my	the departures from london will barely put a dent in s&amp;p 's overall presence in europe 's main financial centre . but peterson warned britain needed to provide clarity on key post-brexit regulatory arrangements to ensure there is n't more upheaval .	0	0	1.0	0.9782111048698425	0.021788915619254112	1
100	@@9531208	migrant	ph	""""""" filipino seafarers have been given inadequate attention in our society . despite incidents of abduction , unjust compensation and on-board accidents that have been reported , no legislation has been passed to protect and uphold their rights . most of the policies and programs catering to the needs of migrant workers are designed for land-based workers , """" the senator stressed ."""	0	0	1.0	0.9963975548744202	0.003602504264563322	1
101	@@18575081	in-need	bd	"""according to jim gouveia , a licensed clinical social worker and a counselor at caps , the purpose of gatekeeper trainings is to educate people to be aware of the signs and symptoms of suicide , how to ask the question , """" have you thought about suicide ? """" and how to get mental health help and assistance for those in need ."""	0	0	1.0	0.2222268283367157	0.7777732014656067	0
102	@@20277745	refugee	za	when asked how governments should respond to the global refugee crisis , more than half ( 55.4% ) claimed that more should be done to include refugees in the national workforce . just 3.5% said that refugees should be deported .	0	0	1.0	0.9943693280220032	0.00563063845038414	1
103	@@3525243	migrant	au	the country is one of the largest sources of migrants arriving on europe 's shores , despite a total population smaller than that of london . adjusted for its population , a larger proportion of eritreans arrive than syrians or afghans .	0	0	1.0	0.004887172486633062	0.9951128363609314	0
104	@@14849953	refugee	nz	dr nina zimmerman was contracted by the united nations to visit nauru in april and gauge the level of mental disorder within the thousand refugees marooned there .	0	0	1.0	0.9597797989845276	0.040220241993665695	1
105	@@4678368	hopeless	pk	satisfaction lies in permitting others to live , not living others ' lives . never try to clutch someone else ' share , always reproduce your own complexion and gore . people swallowed helpless and hopeless but still sobbed due to plea of their conscience . i have grasped and wiped those tears who were the reason of their own cause .	0	1	0.5	0.06733325868844986	0.9326667189598083	0
106	@@19981947	women	za	join the girl power ministry in worship <h> prophet bongi ndimande , president of the girl power ministry ( gpm ) , invites women and girls to the sixth annual conference of gpm that will be held at the sasol kinross club from 25 to 26 august .	0	0	1.0	0.0039605204947292805	0.9960395097732544	0
107	@@16900972	homeless	ke	"""his present """" chambers """" may be quite humble , but shiyani has the tiny space very neatly organized and clean . many people pass him by but do not manage to see him , because the space is partially hidden behind trees , which gives him a relative privacy . """" there are many homeless sleeping around the station , """" captain xoli mbele , from the nearby johannesburg central police station said ."""	1	3	0.5	0.002346924040466547	0.997653067111969	0
